year,round,code,compound_1,compound_2,compound_3,compound_4,compound_5,compound_6,compound_7,compound_8,stint length_1,stint length_2,stint length_3,stint length_4,stint length_5,stint length_6,stint length_7,stint length_8
2022,14,MAG,MEDIUM,HARD,MEDIUM,N,N,N,N,N,11.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0
2022,14,MSC,MEDIUM,HARD,MEDIUM,N,N,N,N,N,14.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0
2022,14,NOR,MEDIUM,HARD,MEDIUM,N,N,N,N,N,13.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0
2022,14,OCO,MEDIUM,HARD,MEDIUM,N,N,N,N,N,12.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0
2022,14,PER,MEDIUM,MEDIUM,HARD,N,N,N,N,N,14.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0
2022,14,RIC,MEDIUM,HARD,MEDIUM,N,N,N,N,N,12.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0
2022,14,RUS,MEDIUM,MEDIUM,HARD,N,N,N,N,N,13.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0
2022,14,SAI,SOFT,MEDIUM,HARD,N,N,N,N,N,11.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0
2022,14,STR,MEDIUM,MEDIUM,HARD,N,N,N,N,N,15.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0
2022,14,TSU,HARD,MEDIUM,MEDIUM,N,N,N,N,N,18.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0
2022,14,VER,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,15.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0
2022,14,VET,MEDIUM,HARD,MEDIUM,N,N,N,N,N,14.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0
2022,14,ZHO,MEDIUM,MEDIUM,SOFT,N,N,N,N,N,14.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0
2022,15,ALB,MEDIUM,MEDIUM,HARD,SOFT,SOFT,N,N,N,21.0,21.0,13.0,1.0,16.0,0.0,0.0,0.0
2022,15,ALO,SOFT,HARD,SOFT,SOFT,N,N,N,N,12.0,35.0,10.0,15.0,0.0,0.0,0.0,0.0
2022,15,BOT,SOFT,SOFT,MEDIUM,N,N,N,N,N,16.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0
2022,15,GAS,SOFT,MEDIUM,HARD,SOFT,SOFT,N,N,N,11.0,21.0,24.0,1.0,15.0,0.0,0.0,0.0
2022,15,HAM,MEDIUM,HARD,MEDIUM,MEDIUM,N,N,N,N,29.0,19.0,9.0,15.0,0.0,0.0,0.0,0.0
2022,15,LAT,SOFT,MEDIUM,HARD,SOFT,SOFT,N,N,N,13.0,13.0,28.0,1.0,16.0,0.0,0.0,0.0
2022,15,LEC,SOFT,MEDIUM,HARD,SOFT,SOFT,N,N,N,17.0,28.0,11.0,1.0,15.0,0.0,0.0,0.0
2022,15,MAG,MEDIUM,MEDIUM,HARD,SOFT,SOFT,N,N,N,14.0,20.0,13.0,9.0,16.0,0.0,0.0,0.0
2022,15,MSC,MEDIUM,MEDIUM,HARD,SOFT,SOFT,N,N,N,13.0,20.0,14.0,9.0,16.0,0.0,0.0,0.0
2022,15,NOR,MEDIUM,HARD,SOFT,SOFT,N,N,N,N,17.0,30.0,10.0,15.0,0.0,0.0,0.0,0.0
2022,15,OCO,SOFT,HARD,SOFT,SOFT,N,N,N,N,18.0,38.0,1.0,15.0,0.0,0.0,0.0,0.0
2022,15,PER,SOFT,MEDIUM,HARD,MEDIUM,MEDIUM,N,N,N,14.0,26.0,16.0,1.0,15.0,0.0,0.0,0.0
2022,15,RIC,SOFT,MEDIUM,HARD,SOFT,SOFT,SOFT,N,N,11.0,16.0,20.0,8.0,1.0,16.0,0.0,0.0
2022,15,RUS,MEDIUM,HARD,MEDIUM,SOFT,N,N,N,N,31.0,17.0,9.0,15.0,0.0,0.0,0.0,0.0
2022,15,SAI,SOFT,MEDIUM,HARD,SOFT,N,N,N,N,14.0,29.0,14.0,15.0,0.0,0.0,0.0,0.0
2022,15,STR,SOFT,MEDIUM,HARD,SOFT,SOFT,N,N,N,16.0,22.0,18.0,1.0,15.0,0.0,0.0,0.0
2022,15,TSU,SOFT,MEDIUM,HARD,N,N,N,N,N,13.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0
2022,15,VER,SOFT,MEDIUM,HARD,SOFT,SOFT,N,N,N,18.0,30.0,8.0,1.0,15.0,0.0,0.0,0.0
2022,15,VET,SOFT,MEDIUM,HARD,SOFT,SOFT,N,N,N,9.0,26.0,13.0,8.0,16.0,0.0,0.0,0.0
2022,15,ZHO,SOFT,SOFT,MEDIUM,SOFT,SOFT,N,N,N,12.0,25.0,18.0,1.0,16.0,0.0,0.0,0.0
2022,16,ALO,MEDIUM,N,N,N,N,N,N,N,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,BOT,MEDIUM,SOFT,N,N,N,N,N,N,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,DEV,SOFT,MEDIUM,N,N,N,N,N,N,19.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,GAS,MEDIUM,HARD,N,N,N,N,N,N,18.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,HAM,MEDIUM,SOFT,N,N,N,N,N,N,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,LAT,MEDIUM,HARD,SOFT,N,N,N,N,N,15.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0
2022,16,LEC,SOFT,MEDIUM,SOFT,SOFT,N,N,N,N,12.0,21.0,15.0,5.0,0.0,0.0,0.0,0.0
2022,16,MAG,MEDIUM,HARD,SOFT,N,N,N,N,N,24.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0
2022,16,MSC,MEDIUM,SOFT,N,N,N,N,N,N,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,NOR,MEDIUM,SOFT,SOFT,N,N,N,N,N,35.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
2022,16,OCO,SOFT,HARD,N,N,N,N,N,N,19.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,PER,MEDIUM,HARD,SOFT,N,N,N,N,N,7.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0
2022,16,RIC,MEDIUM,HARD,N,N,N,N,N,N,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,RUS,SOFT,HARD,SOFT,N,N,N,N,N,23.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0
2022,16,SAI,MEDIUM,SOFT,SOFT,N,N,N,N,N,30.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0
2022,16,STR,MEDIUM,HARD,N,N,N,N,N,N,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,TSU,MEDIUM,HARD,SOFT,N,N,N,N,N,19.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0
2022,16,VER,SOFT,MEDIUM,SOFT,N,N,N,N,N,25.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0
2022,16,VET,MEDIUM,N,N,N,N,N,N,N,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,16,ZHO,MEDIUM,HARD,N,N,N,N,N,N,18.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,ALB,INTERMEDIATE,N,N,N,N,N,N,N,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,ALO,INTERMEDIATE,N,N,N,N,N,N,N,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,BOT,INTERMEDIATE,SOFT,N,N,N,N,N,N,33.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,GAS,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,33.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,HAM,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,LAT,INTERMEDIATE,N,N,N,N,N,N,N,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,LEC,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,MAG,INTERMEDIATE,INTERMEDIATE,MEDIUM,N,N,N,N,N,7.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0
2022,17,MSC,INTERMEDIATE,MEDIUM,SOFT,N,N,N,N,N,34.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0
2022,17,NOR,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,OCO,INTERMEDIATE,N,N,N,N,N,N,N,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,PER,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,RIC,INTERMEDIATE,SOFT,N,N,N,N,N,N,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,RUS,INTERMEDIATE,MEDIUM,MEDIUM,SOFT,SOFT,N,N,N,21.0,14.0,6.0,10.0,6.0,0.0,0.0,0.0
2022,17,SAI,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,STR,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,TSU,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,VER,INTERMEDIATE,MEDIUM,SOFT,N,N,N,N,N,35.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0
2022,17,VET,INTERMEDIATE,MEDIUM,N,N,N,N,N,N,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,ZHO,INTERMEDIATE,N,N,N,N,N,N,N,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,18,ALB,INTERMEDIATE,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,18,ALO,INTERMEDIATE,WET,INTERMEDIATE,INTERMEDIATE,N,N,N,N,2.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0
2022,18,BOT,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0
2022,18,GAS,INTERMEDIATE,WET,WET,INTERMEDIATE,INTERMEDIATE,N,N,N,1.0,1.0,5.0,12.0,9.0,0.0,0.0,0.0
2022,18,HAM,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,18,LAT,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0
2022,18,LEC,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,18,MAG,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,18,MSC,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0
2022,18,NOR,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0
2022,18,OCO,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,18,PER,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,18,RIC,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0
2022,18,RUS,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,18,SAI,INTERMEDIATE,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,18,STR,INTERMEDIATE,WET,INTERMEDIATE,INTERMEDIATE,N,N,N,N,2.0,5.0,12.0,9.0,0.0,0.0,0.0,0.0
2022,18,TSU,INTERMEDIATE,WET,INTERMEDIATE,INTERMEDIATE,N,N,N,N,2.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0
2022,18,VER,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0
2022,18,VET,INTERMEDIATE,WET,INTERMEDIATE,N,N,N,N,N,2.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0
2022,18,ZHO,INTERMEDIATE,WET,INTERMEDIATE,INTERMEDIATE,N,N,N,N,2.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0
2022,19,ALB,MEDIUM,MEDIUM,HARD,N,N,N,N,N,9.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0
2022,19,ALO,HARD,MEDIUM,HARD,N,N,N,N,N,18.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0
2022,19,BOT,MEDIUM,HARD,N,N,N,N,N,N,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,19,GAS,MEDIUM,HARD,HARD,N,N,N,N,N,11.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0
2022,19,HAM,MEDIUM,HARD,HARD,N,N,N,N,N,12.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
2022,19,LAT,MEDIUM,MEDIUM,HARD,N,N,N,N,N,5.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0
2022,19,LEC,MEDIUM,HARD,MEDIUM,N,N,N,N,N,18.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,19,MAG,HARD,MEDIUM,N,N,N,N,N,N,18.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,19,MSC,HARD,MEDIUM,HARD,N,N,N,N,N,18.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0
2022,19,NOR,MEDIUM,HARD,HARD,N,N,N,N,N,14.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0
2022,19,OCO,HARD,HARD,MEDIUM,N,N,N,N,N,18.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0
2022,19,PER,MEDIUM,HARD,MEDIUM,N,N,N,N,N,14.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0
2022,19,RIC,MEDIUM,HARD,HARD,N,N,N,N,N,10.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,19,RUS,MEDIUM,HARD,HARD,SOFT,N,N,N,N,13.0,23.0,18.0,2.0,0.0,0.0,0.0,0.0
2022,19,SAI,MEDIUM,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,19,STR,MEDIUM,MEDIUM,N,N,N,N,N,N,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,19,TSU,MEDIUM,MEDIUM,HARD,N,N,N,N,N,10.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0
2022,19,VER,MEDIUM,HARD,MEDIUM,N,N,N,N,N,13.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0
2022,19,VET,MEDIUM,MEDIUM,HARD,N,N,N,N,N,18.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0
2022,19,ZHO,MEDIUM,HARD,HARD,N,N,N,N,N,9.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0
2022,20,ALB,MEDIUM,SOFT,N,N,N,N,N,N,38.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,ALO,MEDIUM,HARD,N,N,N,N,N,N,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,BOT,MEDIUM,HARD,N,N,N,N,N,N,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,GAS,MEDIUM,SOFT,N,N,N,N,N,N,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,HAM,MEDIUM,HARD,N,N,N,N,N,N,29.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,LAT,SOFT,HARD,SOFT,N,N,N,N,N,23.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0
2022,20,LEC,SOFT,MEDIUM,N,N,N,N,N,N,28.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,MAG,MEDIUM,SOFT,N,N,N,N,N,N,38.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,MSC,SOFT,MEDIUM,N,N,N,N,N,N,24.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,NOR,MEDIUM,HARD,N,N,N,N,N,N,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,OCO,MEDIUM,HARD,N,N,N,N,N,N,33.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,PER,SOFT,MEDIUM,N,N,N,N,N,N,23.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,RIC,MEDIUM,SOFT,N,N,N,N,N,N,44.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,RUS,MEDIUM,HARD,SOFT,N,N,N,N,N,34.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0
2022,20,SAI,SOFT,MEDIUM,N,N,N,N,N,N,29.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,STR,MEDIUM,SOFT,SOFT,N,N,N,N,N,17.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0
2022,20,TSU,SOFT,MEDIUM,N,N,N,N,N,N,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,VER,SOFT,MEDIUM,N,N,N,N,N,N,25.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,VET,SOFT,MEDIUM,N,N,N,N,N,N,38.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,20,ZHO,MEDIUM,SOFT,N,N,N,N,N,N,45.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,21,ALB,HARD,MEDIUM,MEDIUM,MEDIUM,N,N,N,N,4.0,21.0,22.0,24.0,0.0,0.0,0.0,0.0
2022,21,ALO,MEDIUM,MEDIUM,MEDIUM,SOFT,N,N,N,N,14.0,21.0,17.0,19.0,0.0,0.0,0.0,0.0
2022,21,BOT,SOFT,MEDIUM,SOFT,N,N,N,N,N,24.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0
2022,21,GAS,SOFT,MEDIUM,SOFT,MEDIUM,N,N,N,N,19.0,16.0,17.0,19.0,0.0,0.0,0.0,0.0
2022,21,HAM,SOFT,MEDIUM,SOFT,N,N,N,N,N,29.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0
2022,21,LAT,MEDIUM,HARD,MEDIUM,SOFT,N,N,N,N,20.0,12.0,20.0,19.0,0.0,0.0,0.0,0.0
2022,21,LEC,MEDIUM,MEDIUM,SOFT,SOFT,N,N,N,N,7.0,14.0,23.0,27.0,0.0,0.0,0.0,0.0
2022,21,MAG,MEDIUM,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,21,MSC,MEDIUM,SOFT,SOFT,N,N,N,N,N,24.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0
2022,21,NOR,SOFT,MEDIUM,SOFT,N,N,N,N,N,24.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0
2022,21,OCO,SOFT,MEDIUM,SOFT,N,N,N,N,N,24.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0
2022,21,PER,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,23.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0
2022,21,RIC,SOFT,N,N,N,N,N,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,21,RUS,SOFT,MEDIUM,SOFT,N,N,N,N,N,24.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0
2022,21,SAI,MEDIUM,SOFT,MEDIUM,SOFT,N,N,N,N,17.0,19.0,17.0,18.0,0.0,0.0,0.0,0.0
2022,21,STR,MEDIUM,MEDIUM,SOFT,N,N,N,N,N,29.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0
2022,21,TSU,MEDIUM,SOFT,SOFT,MEDIUM,N,N,N,N,20.0,20.0,14.0,16.0,0.0,0.0,0.0,0.0
2022,21,VER,SOFT,MEDIUM,SOFT,SOFT,N,N,N,N,7.0,16.0,25.0,23.0,0.0,0.0,0.0,0.0
2022,21,VET,SOFT,MEDIUM,MEDIUM,N,N,N,N,N,26.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0
2022,21,ZHO,SOFT,MEDIUM,SOFT,N,N,N,N,N,16.0,21.0,34.0,0.0,0.0,0.0,0.0,0.0
2022,22,ALB,MEDIUM,HARD,MEDIUM,N,N,N,N,N,12.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0
2022,22,ALO,MEDIUM,HARD,N,N,N,N,N,N,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,BOT,HARD,MEDIUM,N,N,N,N,N,N,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,GAS,SOFT,HARD,N,N,N,N,N,N,14.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,HAM,MEDIUM,HARD,N,N,N,N,N,N,18.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,LAT,MEDIUM,HARD,MEDIUM,N,N,N,N,N,15.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0
2022,22,LEC,MEDIUM,HARD,N,N,N,N,N,N,21.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,MAG,HARD,MEDIUM,N,N,N,N,N,N,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,MSC,MEDIUM,HARD,MEDIUM,N,N,N,N,N,14.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0
2022,22,NOR,MEDIUM,HARD,MEDIUM,N,N,N,N,N,15.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0
2022,22,OCO,MEDIUM,HARD,HARD,N,N,N,N,N,14.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0
2022,22,PER,MEDIUM,HARD,HARD,N,N,N,N,N,15.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0
2022,22,RIC,MEDIUM,HARD,N,N,N,N,N,N,19.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,RUS,MEDIUM,HARD,MEDIUM,N,N,N,N,N,15.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0
2022,22,SAI,MEDIUM,HARD,HARD,N,N,N,N,N,17.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0
2022,22,STR,MEDIUM,HARD,MEDIUM,N,N,N,N,N,13.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0
2022,22,TSU,MEDIUM,HARD,SOFT,N,N,N,N,N,14.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0
2022,22,VER,MEDIUM,HARD,N,N,N,N,N,N,20.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,VET,MEDIUM,HARD,N,N,N,N,N,N,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,22,ZHO,MEDIUM,HARD,SOFT,N,N,N,N,N,15.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0
2023,1,ALB,SOFT,SOFT,HARD,SOFT,N,N,N,N,11.0,15.0,14.0,17.0,0.0,0.0,0.0,0.0
2023,1,ALO,SOFT,HARD,HARD,N,N,N,N,N,14.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0
2023,1,BOT,SOFT,HARD,HARD,N,N,N,N,N,11.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0
2023,1,DEV,SOFT,HARD,HARD,N,N,N,N,N,11.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0
2023,1,GAS,SOFT,HARD,HARD,SOFT,N,N,N,N,9.0,16.0,15.0,17.0,0.0,0.0,0.0,0.0
2023,1,HAM,SOFT,HARD,HARD,N,N,N,N,N,12.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0
2023,1,HUL,SOFT,HARD,HARD,SOFT,N,N,N,N,11.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0
2023,1,LEC,SOFT,HARD,HARD,N,N,N,N,N,13.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0
2023,1,MAG,HARD,HARD,SOFT,SOFT,N,N,N,N,15.0,14.0,11.0,16.0,0.0,0.0,0.0,0.0
2023,1,NOR,SOFT,HARD,SOFT,MEDIUM,HARD,SOFT,SOFT,N,10.0,7.0,10.0,10.0,10.0,7.0,1.0,0.0
2023,1,OCO,SOFT,HARD,HARD,HARD,N,N,N,N,12.0,3.0,17.0,9.0,0.0,0.0,0.0,0.0
2023,1,PER,SOFT,SOFT,HARD,N,N,N,N,N,17.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0
2023,1,PIA,SOFT,N,N,N,N,N,N,N,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,RUS,SOFT,HARD,HARD,N,N,N,N,N,13.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0
2023,1,SAI,SOFT,HARD,HARD,N,N,N,N,N,13.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0
2023,1,SAR,SOFT,SOFT,HARD,SOFT,N,N,N,N,12.0,18.0,10.0,16.0,0.0,0.0,0.0,0.0
2023,1,STR,SOFT,HARD,HARD,N,N,N,N,N,15.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0
2023,1,TSU,SOFT,HARD,HARD,SOFT,N,N,N,N,10.0,16.0,14.0,17.0,0.0,0.0,0.0,0.0
2023,1,VER,SOFT,SOFT,HARD,N,N,N,N,N,14.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0
2023,1,ZHO,SOFT,HARD,SOFT,SOFT,N,N,N,N,12.0,20.0,22.0,2.0,0.0,0.0,0.0,0.0
2023,2,ALB,MEDIUM,HARD,N,N,N,N,N,N,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,ALO,MEDIUM,HARD,N,N,N,N,N,N,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,BOT,MEDIUM,HARD,MEDIUM,SOFT,N,N,N,N,9.0,8.0,18.0,14.0,0.0,0.0,0.0,0.0
2023,2,DEV,MEDIUM,HARD,N,N,N,N,N,N,17.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,GAS,MEDIUM,HARD,N,N,N,N,N,N,14.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,HAM,HARD,MEDIUM,N,N,N,N,N,N,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,HUL,MEDIUM,HARD,N,N,N,N,N,N,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,LEC,SOFT,HARD,N,N,N,N,N,N,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,MAG,MEDIUM,HARD,N,N,N,N,N,N,8.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,NOR,SOFT,HARD,MEDIUM,N,N,N,N,N,2.0,17.0,31.0,0.0,0.0,0.0,0.0,0.0
2023,2,OCO,MEDIUM,HARD,N,N,N,N,N,N,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
